GDC_Aliquot	Chromosome	Start	End	Copy_Number	Major_Copy_Number	Minor_Copy_Number
77d8c735-b271-4b13-affa-8f15a60e1860	chr8	35071464	39039533	2	2	0
77d8c735-b271-4b13-affa-8f15a60e1860	chr8	39044011	46644891	9	7	2
77d8c735-b271-4b13-affa-8f15a60e1860	chr8	46645425	46851480	4	4	0
77d8c735-b271-4b13-affa-8f15a60e1860	chr8	46852220	72098995	2	2	0
77d8c735-b271-4b13-affa-8f15a60e1860	chr8	72107704	117821504	7	7	0
77d8c735-b271-4b13-affa-8f15a60e1860	chr8	117827273	118041558	2	2	0
77d8c735-b271-4b13-affa-8f15a60e1860	chr8	118042747	145072769	7	7	0
77d8c735-b271-4b13-affa-8f15a60e1860	chr9	46587	491571	4	2	2
77d8c735-b271-4b13-affa-8f15a60e1860	chr9	492461	776071	2	2	0
77d8c735-b271-4b13-affa-8f15a60e1860	chr9	776349	1373161	4	2	2
77d8c735-b271-4b13-affa-8f15a60e1860	chr9	1373387	1740718	2	2	0
77d8c735-b271-4b13-affa-8f15a60e1860	chr9	1742582	2133189	6	4	2
77d8c735-b271-4b13-affa-8f15a60e1860	chr9	2133640	2539410	2	2	0
77d8c735-b271-4b13-affa-8f15a60e1860	chr9	2539495	2829785	5	3	2
77d8c735-b271-4b13-affa-8f15a60e1860	chr9	2838911	3567237	2	2	0
77d8c735-b271-4b13-affa-8f15a60e1860	chr9	3567804	3844391	6	4	2
77d8c735-b271-4b13-affa-8f15a60e1860	chr9	3844565	3893369	4	4	0
77d8c735-b271-4b13-affa-8f15a60e1860	chr9	3893436	7970810	2	2	0
77d8c735-b271-4b13-affa-8f15a60e1860	chr9	7971552	18263298	7	5	2
77d8c735-b271-4b13-affa-8f15a60e1860	chr9	18266635	21900125	9	7	2
77d8c735-b271-4b13-affa-8f15a60e1860	chr9	21902177	38534725	4	2	2
77d8c735-b271-4b13-affa-8f15a60e1860	chr9	38534968	42995504	4	3	1
77d8c735-b271-4b13-affa-8f15a60e1860	chr9	60840363	138200944	4	2	2
77d8c735-b271-4b13-affa-8f15a60e1860	chr10	26823	46050528	4	2	2
77d8c735-b271-4b13-affa-8f15a60e1860	chr10	46052476	47076653	3	2	1
77d8c735-b271-4b13-affa-8f15a60e1860	chr10	47078628	133769379	2	2	0
77d8c735-b271-4b13-affa-8f15a60e1860	chr11	198572	50810146	7	5	2
77d8c735-b271-4b13-affa-8f15a60e1860	chr11	54554851	135074876	2	2	0
77d8c735-b271-4b13-affa-8f15a60e1860	chr12	51460	133201603	3	3	0
77d8c735-b271-4b13-affa-8f15a60e1860	chr13	18452809	27316201	5	4	1
77d8c735-b271-4b13-affa-8f15a60e1860	chr13	27316423	114342922	7	5	2
77d8c735-b271-4b13-affa-8f15a60e1860	chr14	18225647	106877229	2	2	0
77d8c735-b271-4b13-affa-8f15a60e1860	chr15	19811075	33257660	4	2	2
77d8c735-b271-4b13-affa-8f15a60e1860	chr15	33261552	86117421	2	2	0
77d8c735-b271-4b13-affa-8f15a60e1860	chr15	86117489	101928837	4	2	2
77d8c735-b271-4b13-affa-8f15a60e1860	chr16	10777	36048855	5	3	2
77d8c735-b271-4b13-affa-8f15a60e1860	chr16	46429870	90221127	2	1	1
77d8c735-b271-4b13-affa-8f15a60e1860	chr17	150733	83090856	3	2	1
77d8c735-b271-4b13-affa-8f15a60e1860	chr18	48133	80257174	2	2	0
77d8c735-b271-4b13-affa-8f15a60e1860	chr19	90910	58586487	4	2	2
77d8c735-b271-4b13-affa-8f15a60e1860	chr20	80664	26258731	5	4	1
77d8c735-b271-4b13-affa-8f15a60e1860	chr20	26259328	64324800	8	4	4
77d8c735-b271-4b13-affa-8f15a60e1860	chr21	10336543	46677045	3	2	1
77d8c735-b271-4b13-affa-8f15a60e1860	chr22	15294545	50796027	2	2	0
77d8c735-b271-4b13-affa-8f15a60e1860	chrX	251810	29019687	2	2	0
77d8c735-b271-4b13-affa-8f15a60e1860	chrX	29020774	29414755	1	1	0
77d8c735-b271-4b13-affa-8f15a60e1860	chrX	29422766	156004181	2	2	0
71928038-6e5a-425f-9887-09957b1e6e51	chr1	62920	109679105	2	1	1
71928038-6e5a-425f-9887-09957b1e6e51	chr1	109684695	109707968	7	7	0
71928038-6e5a-425f-9887-09957b1e6e51	chr1	109708520	175608938	2	1	1
71928038-6e5a-425f-9887-09957b1e6e51	chr1	175609553	175624169	1	1	0
71928038-6e5a-425f-9887-09957b1e6e51	chr1	175624601	183013743	2	1	1
71928038-6e5a-425f-9887-09957b1e6e51	chr1	183015389	183056420	3	2	1
71928038-6e5a-425f-9887-09957b1e6e51	chr1	183059835	248930189	2	1	1
71928038-6e5a-425f-9887-09957b1e6e51	chr2	12784	242147305	2	1	1
71928038-6e5a-425f-9887-09957b1e6e51	chr3	20930	21164259	1	1	0
71928038-6e5a-425f-9887-09957b1e6e51	chr3	21166959	23558219	3	2	1
71928038-6e5a-425f-9887-09957b1e6e51	chr3	23564253	33366165	2	2	0
71928038-6e5a-425f-9887-09957b1e6e51	chr3	33367045	52175070	2	1	1
71928038-6e5a-425f-9887-09957b1e6e51	chr3	52176684	52815041	1	1	0
71928038-6e5a-425f-9887-09957b1e6e51	chr3	52817242	116177403	2	1	1
71928038-6e5a-425f-9887-09957b1e6e51	chr3	116177907	116188246	0	0	0
71928038-6e5a-425f-9887-09957b1e6e51	chr3	116188607	198169247	2	1	1
71928038-6e5a-425f-9887-09957b1e6e51	chr4	68929	34777432	2	1	1
71928038-6e5a-425f-9887-09957b1e6e51	chr4	34784878	34823103	0	0	0
71928038-6e5a-425f-9887-09957b1e6e51	chr4	34828250	154924800	2	1	1
71928038-6e5a-425f-9887-09957b1e6e51	chr4	154927381	165199073	1	1	0
71928038-6e5a-425f-9887-09957b1e6e51	chr4	165199492	190106768	2	1	1
71928038-6e5a-425f-9887-09957b1e6e51	chr5	15532	13376809	2	1	1
71928038-6e5a-425f-9887-09957b1e6e51	chr5	13377839	13393562	4	2	2
71928038-6e5a-425f-9887-09957b1e6e51	chr5	13394140	61259437	2	1	1
71928038-6e5a-425f-9887-09957b1e6e51	chr5	61260095	61277320	4	2	2
71928038-6e5a-425f-9887-09957b1e6e51	chr5	61277660	181363319	2	1	1
71928038-6e5a-425f-9887-09957b1e6e51	chr6	149661	16742694	2	1	1
71928038-6e5a-425f-9887-09957b1e6e51	chr6	16743822	16750625	5	3	2
71928038-6e5a-425f-9887-09957b1e6e51	chr6	16750670	103561545	2	1	1
71928038-6e5a-425f-9887-09957b1e6e51	chr6	103561571	103576610	1	1	0
71928038-6e5a-425f-9887-09957b1e6e51	chr6	103579424	170741917	2	1	1
71928038-6e5a-425f-9887-09957b1e6e51	chr7	43259	54600232	2	1	1
71928038-6e5a-425f-9887-09957b1e6e51	chr7	54603724	54626163	4	2	2
71928038-6e5a-425f-9887-09957b1e6e51	chr7	54627141	159334314	2	1	1
71928038-6e5a-425f-9887-09957b1e6e51	chr8	81254	104788622	3	2	1
71928038-6e5a-425f-9887-09957b1e6e51	chr8	104795041	106570341	4	3	1
71928038-6e5a-425f-9887-09957b1e6e51	chr8	106570689	145072769	3	2	1
71928038-6e5a-425f-9887-09957b1e6e51	chr9	46587	17581041	2	1	1
71928038-6e5a-425f-9887-09957b1e6e51	chr9	17581152	17756107	3	2	1
71928038-6e5a-425f-9887-09957b1e6e51	chr9	17757527	25749380	2	1	1
71928038-6e5a-425f-9887-09957b1e6e51	chr9	25749737	25751463	0	0	0
71928038-6e5a-425f-9887-09957b1e6e51	chr9	25754163	138200944	2	1	1
71928038-6e5a-425f-9887-09957b1e6e51	chr10	45792	95105427	2	1	1
71928038-6e5a-425f-9887-09957b1e6e51	chr10	95105451	95116202	11	11	0
71928038-6e5a-425f-9887-09957b1e6e51	chr10	95116218	133654968	2	1	1
71928038-6e5a-425f-9887-09957b1e6e51	chr11	198510	69881218	2	1	1
71928038-6e5a-425f-9887-09957b1e6e51	chr11	69882400	70013220	1	1	0
71928038-6e5a-425f-9887-09957b1e6e51	chr11	70013452	81221699	2	1	1
71928038-6e5a-425f-9887-09957b1e6e51	chr11	81221784	81230577	4	2	2
71928038-6e5a-425f-9887-09957b1e6e51	chr11	81231294	135074876	2	1	1
71928038-6e5a-425f-9887-09957b1e6e51	chr12	51460	34276010	2	1	1
