GDC_Aliquot	Chromosome	Start	End	Copy_Number	Major_Copy_Number	Minor_Copy_Number
ce214654-2330-4f92-a74f-38bee8de2fee	chr12	41731476	42479552	3	2	1
ce214654-2330-4f92-a74f-38bee8de2fee	chr12	42479600	133201603	2	1	1
ce214654-2330-4f92-a74f-38bee8de2fee	chr13	18452809	114342922	2	1	1
ce214654-2330-4f92-a74f-38bee8de2fee	chr14	18239283	105733039	2	1	1
ce214654-2330-4f92-a74f-38bee8de2fee	chr14	105752248	106365807	4	4	0
ce214654-2330-4f92-a74f-38bee8de2fee	chr14	106369985	106877229	2	1	1
ce214654-2330-4f92-a74f-38bee8de2fee	chr15	19811075	45943616	2	1	1
ce214654-2330-4f92-a74f-38bee8de2fee	chr15	45943633	45950067	0	0	0
ce214654-2330-4f92-a74f-38bee8de2fee	chr15	45950082	71804826	2	1	1
ce214654-2330-4f92-a74f-38bee8de2fee	chr15	71808246	72824577	3	2	1
ce214654-2330-4f92-a74f-38bee8de2fee	chr15	72829632	101085606	2	1	1
ce214654-2330-4f92-a74f-38bee8de2fee	chr15	101085927	101156200	0	0	0
ce214654-2330-4f92-a74f-38bee8de2fee	chr15	101157048	101928837	2	1	1
ce214654-2330-4f92-a74f-38bee8de2fee	chr16	10777	90096867	2	1	1
ce214654-2330-4f92-a74f-38bee8de2fee	chr17	150733	16940678	2	1	1
ce214654-2330-4f92-a74f-38bee8de2fee	chr17	16941853	16948028	1	1	0
ce214654-2330-4f92-a74f-38bee8de2fee	chr17	16948268	45656938	2	1	1
ce214654-2330-4f92-a74f-38bee8de2fee	chr17	45657638	46084918	1	1	0
ce214654-2330-4f92-a74f-38bee8de2fee	chr17	46084941	83091923	2	1	1
ce214654-2330-4f92-a74f-38bee8de2fee	chr18	48133	54053627	2	1	1
ce214654-2330-4f92-a74f-38bee8de2fee	chr18	54055509	54457977	1	1	0
ce214654-2330-4f92-a74f-38bee8de2fee	chr18	54458194	64189732	2	1	1
ce214654-2330-4f92-a74f-38bee8de2fee	chr18	64189830	64363715	1	1	0
ce214654-2330-4f92-a74f-38bee8de2fee	chr18	64363732	80257174	2	1	1
ce214654-2330-4f92-a74f-38bee8de2fee	chr19	90910	20199955	2	2	0
ce214654-2330-4f92-a74f-38bee8de2fee	chr19	20200674	43965677	2	1	1
ce214654-2330-4f92-a74f-38bee8de2fee	chr19	43966396	44145437	1	1	0
ce214654-2330-4f92-a74f-38bee8de2fee	chr19	44147567	58586487	2	1	1
ce214654-2330-4f92-a74f-38bee8de2fee	chr20	80664	64324800	3	2	1
ce214654-2330-4f92-a74f-38bee8de2fee	chr21	12973348	46279942	2	1	1
ce214654-2330-4f92-a74f-38bee8de2fee	chr21	46280584	46677045	2	2	0
ce214654-2330-4f92-a74f-38bee8de2fee	chr22	16392123	18918093	1	1	0
ce214654-2330-4f92-a74f-38bee8de2fee	chr22	18947964	20630713	3	2	1
ce214654-2330-4f92-a74f-38bee8de2fee	chr22	20630725	21960995	5	4	1
ce214654-2330-4f92-a74f-38bee8de2fee	chr22	21967129	22833327	2	1	1
ce214654-2330-4f92-a74f-38bee8de2fee	chr22	22834507	50796027	1	1	0
ce214654-2330-4f92-a74f-38bee8de2fee	chrX	251810	73371949	2	1	1
ce214654-2330-4f92-a74f-38bee8de2fee	chrX	73372688	78493231	2	2	0
ce214654-2330-4f92-a74f-38bee8de2fee	chrX	78493564	91453881	2	1	1
ce214654-2330-4f92-a74f-38bee8de2fee	chrX	91454088	91455246	1	1	0
ce214654-2330-4f92-a74f-38bee8de2fee	chrX	91455337	113760266	2	1	1
ce214654-2330-4f92-a74f-38bee8de2fee	chrX	113763021	113774917	5	3	2
ce214654-2330-4f92-a74f-38bee8de2fee	chrX	113775801	127291742	2	1	1
ce214654-2330-4f92-a74f-38bee8de2fee	chrX	127291847	127299472	4	2	2
ce214654-2330-4f92-a74f-38bee8de2fee	chrX	127300101	156004181	2	1	1
ce214654-2330-4f92-a74f-38bee8de2fee	chrY	2782397	26653788	0	0	0
ce214654-2330-4f92-a74f-38bee8de2fee	chrY	56872112	56872112	1	1	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr1	62920	72117692	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr1	72118501	73258430	3	2	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr1	73261216	242221890	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr1	242222063	242244168	0	0	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr1	242244355	248930189	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr2	12784	207490231	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr2	207490454	207494612	0	0	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr2	207494752	242147305	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr3	20930	101100606	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr3	101100789	101903535	1	1	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr3	101904416	115265390	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr3	115265409	146538094	3	2	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr3	146538279	146586810	1	1	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr3	146587106	198169247	3	2	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr4	68929	165342308	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr4	165344788	165387517	1	1	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr4	165387936	177723513	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr4	177723538	190106768	2	2	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr5	15532	153739869	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr5	153740488	153743928	0	0	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr5	153752746	181363319	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr6	149661	14586772	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr6	14587916	14595302	0	0	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr6	14595668	106804793	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr6	106805383	106808820	5	4	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr6	106810759	106854909	1	1	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr6	106854934	148154133	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr6	148154255	148155450	0	0	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr6	148155612	170741917	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr7	43259	38120138	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr7	38120253	38702376	1	1	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr7	38708182	52245553	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr7	52245671	52250667	7	5	2
55740103-9bc9-4d84-a8fb-8920235a41f9	chr7	52251349	64284215	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr7	64284551	64291905	0	0	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr7	64295728	68704207	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr7	68704254	68709908	5	3	2
55740103-9bc9-4d84-a8fb-8920235a41f9	chr7	68713584	134100981	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr7	134100986	134102334	0	0	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr7	134104128	159334314	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr8	81254	145072769	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr9	46587	138200944	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr10	45792	133429613	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr10	133432275	133654968	4	3	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr11	198510	48261740	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr11	48263872	49686823	2	2	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr11	49689309	49736039	0	0	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr11	49736119	56732280	2	2	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr11	56733143	69997781	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr11	69997924	70003258	0	0	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr11	70003328	95183512	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr11	95183525	95229335	0	0	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr11	95232129	106466172	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr11	106466395	106511636	7	4	3
55740103-9bc9-4d84-a8fb-8920235a41f9	chr11	106511651	106636471	7	5	2
55740103-9bc9-4d84-a8fb-8920235a41f9	chr11	106640397	106655879	2	2	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr11	106657343	135074876	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr12	51460	101655135	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr12	101655309	101669603	0	0	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr12	101670740	133201603	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr13	18452809	55268023	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr13	55268456	55310215	0	0	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr13	55310425	114342922	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr14	18239283	21906219	1	1	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr14	21906816	22514241	0	0	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr14	22519044	105758017	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr14	105758187	106346115	8	8	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr14	106346129	106877229	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr15	19811075	45943633	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr15	45943946	45950067	0	0	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr15	45950082	101928837	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr16	10777	89204078	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr16	89204253	89222801	0	0	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr16	89223216	90096867	1	1	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr17	150733	65648125	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr17	65648213	65681521	0	0	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr17	65682717	83091923	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr18	48133	9047883	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr18	9048770	9064869	0	0	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chr18	9067441	80257174	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr19	90910	58586487	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr20	80664	64324800	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr21	12973348	46677045	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chr22	16392123	50796027	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chrX	251810	507629	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chrX	509057	683127	5	3	2
55740103-9bc9-4d84-a8fb-8920235a41f9	chrX	683150	1035084	3	2	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chrX	1040202	1478856	1	1	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chrX	1479705	1738376	4	2	2
55740103-9bc9-4d84-a8fb-8920235a41f9	chrX	1743143	1779555	2	1	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chrX	1783906	2627552	3	2	1
55740103-9bc9-4d84-a8fb-8920235a41f9	chrX	2627862	2665720	4	2	2
55740103-9bc9-4d84-a8fb-8920235a41f9	chrX	2667074	2703417	1	1	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chrX	2705504	2775134	4	2	2
55740103-9bc9-4d84-a8fb-8920235a41f9	chrX	2775583	155619573	0	0	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chrX	155620392	156004181	1	1	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chrY	2782397	26653788	2	2	0
55740103-9bc9-4d84-a8fb-8920235a41f9	chrY	56872112	56872112	0	0	0
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr1	62920	50328515	3	2	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr1	50337183	50365335	4	3	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr1	50367128	110834746	3	2	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr1	110834943	110845604	0	0	0
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr1	110849445	236638477	3	2	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr1	236638518	236684633	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr1	236685418	248930189	3	2	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr2	12784	75426437	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr2	75426933	83824258	3	2	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr2	83825750	88833611	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr2	88834118	89118119	6	6	0
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr2	89119438	134137542	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr2	134137859	134428750	3	2	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr2	134429469	242147305	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr3	20930	90369509	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr3	90375879	143153995	3	2	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr3	143165853	143962352	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr3	143962599	198169247	3	2	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr4	68929	190106768	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr5	15532	46246558	3	2	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr5	46251204	181363319	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr6	149661	122362278	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr6	122362295	122366265	4	2	2
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr6	122366593	170741917	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr7	43259	18779052	3	2	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr7	18779183	18791642	4	2	2
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr7	18791841	159334314	3	2	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr8	81254	5611789	3	2	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr8	5611835	15535871	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr8	15535884	16912403	3	2	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr8	16913334	16988636	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr8	16988681	20874720	3	2	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr8	20874748	69152771	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr8	69153124	69165560	4	2	2
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr8	69166138	92193335	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr8	92196132	93580226	3	2	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr8	93580551	110087923	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr8	110088014	145072769	3	2	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr9	46587	9799050	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr9	9799476	9957307	1	1	0
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr9	9959250	81755833	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr9	81757012	82907451	3	2	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr9	82909654	126478305	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr9	126478848	126493351	3	2	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr9	126493567	138200944	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr10	45792	90929550	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr10	90930289	90956126	3	2	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr10	90956475	133654968	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr11	198510	55832581	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr11	55835699	56809739	3	2	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr11	56809944	57526318	5	4	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr11	57528391	59804122	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr11	59806484	60427008	5	4	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr11	60430663	68914525	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr11	68914934	69229256	3	2	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr11	69229315	71166358	4	3	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr11	71170835	71334491	7	6	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr11	71336778	73223683	4	3	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr11	73223869	135074876	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr12	51460	30863628	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr12	30863765	30875153	1	1	0
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr12	30875297	133201603	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr13	18452809	114342922	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr14	18239283	74260007	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr14	74260173	74292075	3	2	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr14	74292518	106877229	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr15	19811075	101928837	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr16	10777	90096867	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr17	150733	73842624	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr17	73843149	74667428	3	2	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr17	74667628	83091923	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr18	48133	80257174	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr19	90910	33221256	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr19	33222963	33277987	3	2	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr19	33278107	58586487	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr20	80664	64324800	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr21	12973348	46677045	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chr22	16392123	50796027	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chrX	251810	56867921	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chrX	56868085	56885874	1	1	0
79781e9f-ee8e-4ceb-be68-5b72ec120727	chrX	56885911	122230786	2	1	1
79781e9f-ee8e-4ceb-be68-5b72ec120727	chrX	122230846	122242452	3	2	1
